Date,CCI,tp,sma_tp,mean_deviation
2003-09-23,-109.67381989637444,0.1250898170495791,0.14304083042522378,0.010911758395702046
2003-09-24,-81.02155444846103,0.12923803027230307,0.1428182116466444,0.011174130527599196
2003-09-25,-59.13798822016219,0.13253212228622058,0.14261800212213804,0.011369882698037447
2003-09-26,-66.98970898854235,0.13072930088723633,0.1422574533570547,0.011472560630459516
2003-09-29,-71.50664467268311,0.1294605580686896,0.14195401134702426,0.011647825024301445
2003-09-30,-94.5567983317783,0.1247187722924401,0.1415228542436488,0.011847610640853126
2003-10-01,-210.79765776045463,0.10134835728302827,0.14067916348586174,0.01243872334594535
2003-10-02,-206.36836429764296,0.09977287328863205,0.13971797060285635,0.012904141081305111
2003-10-03,-242.0993172285279,0.08959561046485409,0.13855886939346881,0.013482967648464758
2003-10-06,-248.56837422543924,0.08421516754850078,0.13740492020657602,0.014265626194756045
2003-10-07,-230.12448622704835,0.084904557674498,0.13615645546466798,0.014847586373925512
2003-10-08,-188.15522235318232,0.09211554876679084,0.1349207855323391,0.015166639625234327
2003-10-09,-162.04623532029524,0.09633703583881537,0.13384587762220065,0.015431333207359637
2003-10-10,-128.39220614956295,0.1029101265936514,0.13298922753695053,0.015618342081325535
2003-10-13,-172.77339607314175,0.09057327682355565,0.13189498830045268,0.015944473094458723
2003-10-14,-191.57820017768645,0.08379058578708198,0.13055688598741266,0.01627405072078678
2003-10-15,-184.0391369216942,0.0828576999432784,0.12927526436749143,0.016814381694607698
2003-10-16,-173.50091314247427,0.08265517791606825,0.12808141233767492,0.017454753253201952
2003-10-17,-172.04770011404338,0.08004774746894205,0.1268167113481479,0.018122479540346317
2003-10-20,-150.36538022968702,0.08351336993093672,0.12551002180935109,0.018619823177499766
2003-10-21,-170.17235841662801,0.07453721591906981,0.12417721235770564,0.01944694853324482
2003-10-22,-105.49386413938223,0.0916394035325967,0.12303567380820221,0.019840819199445667
2003-10-24,-92.74936304381784,0.09393068678606697,0.12204373933469696,0.020207184628929085
2003-10-27,-150.1627691803099,0.07344505289467063,0.12068666467427917,0.020973512958631608
2003-10-28,-155.10756717912932,0.06861198738170349,0.11914983345245359,0.02172163356903809
2003-10-29,-151.5513896368025,0.06656248390032804,0.1175994550533583,0.0224508976901463
2003-10-30,-129.6579941342803,0.07138436678069837,0.1161624834501381,0.02302370785461187
2003-10-31,-89.40422123496687,0.08380905175360631,0.11481425670543666,0.023119866544365434
2003-11-03,-15.744952301821437,0.10864628670715137,0.11400082402663413,0.022671974343859265
2003-11-04,1.862820508591173,0.11385585647511687,0.11323981630672572,0.02204686085964878
2003-11-05,46.19991320527848,0.12766212319566028,0.11269424385683624,0.021598712061525284
2003-11-06,32.568483565932446,0.12235760548216756,0.11206040096752204,0.02107805540244576
2003-11-07,-6.880155628716443,0.10939572210698123,0.11153431059276733,0.020722287897675325
2003-11-10,-89.43325216343975,0.08253512132822483,0.11057810682744226,0.02090421986665447
2003-11-11,-150.60129267234865,0.06070693721875564,0.10931943731626394,0.021519292977681886
2003-11-12,-131.7672747018451,0.06452725437415885,0.10820109523221043,0.022096452985955257
2003-11-13,-73.18660876058595,0.0829709778541814,0.10734736143739143,0.022204775797124366
2003-11-14,-42.75820008817108,0.0925558562950759,0.10679395062188432,0.02219939769439663
2003-11-17,-68.17148588864796,0.08324754012590518,0.10617355942282433,0.022419949727335905
2003-11-18,-66.47562091060315,0.0830181335093374,0.1054136281145468,0.022459857512101573
2003-11-19,-101.72187481034933,0.06988743360440464,0.10434300703592732,0.022581556160371465
2003-11-20,-135.00252908387864,0.05675181256713202,0.10307148282233143,0.022873482726347278
2003-11-21,-141.73750102994498,0.05232937164635665,0.10179440327188219,0.023266028757896157
2003-11-24,-152.83549271746887,0.0462870711700043,0.10027375677442449,0.023548930354033135
2003-11-25,-145.35240611744084,0.04713695567247678,0.09864334198147486,0.023623682462415883
2003-11-26,-95.88941252960305,0.0637936913187025,0.09721519418268174,0.023236143930322743
2003-11-27,-80.6335033181311,0.06844372599178405,0.0958089241386159,0.022625167803070067
2003-11-28,-43.55693976135319,0.08040629863284199,0.09467413634815693,0.021837833103806763
2003-12-01,-25.34318887064325,0.08573508127598695,0.09372085609026766,0.021007024425225833
2003-12-02,-29.658737978306366,0.08379108246172895,0.09279352325588985,0.0202356121845006
2003-12-03,-8.43827297888138,0.08959297992949788,0.09205434502491183,0.01944604147929362
2003-12-04,0.18289269081388282,0.09145993487528958,0.0914086518915372,0.018693287130711327
2003-12-08,10.340164251972805,0.09352409512401483,0.0907427567747409,0.01793226414008701
2003-12-09,-2.2902979596497177,0.08953008380936489,0.09012308756173175,0.017261327647154785
2003-12-11,21.15177546848917,0.09483920342056673,0.08956446803957695,0.016625035847377807
2003-12-12,-6.420318530647421,0.08742983641624735,0.08897757245933856,0.016071227989733736
2003-12-15,115.79994420241201,0.11645196969570981,0.08882332518516232,0.01590596305311634
2003-12-16,95.34023566921685,0.11073375785574546,0.08849289174915238,0.015551927228819958
2003-12-17,74.06539265262768,0.10468145837136356,0.0879955584649585,0.015019070138612232
2003-12-18,101.31269100881687,0.10983947558155904,0.08762252587021425,0.01461939235852912
2003-12-19,134.53260717953768,0.1163891366835168,0.08738910763119331,0.014370755987615755
2003-12-22,133.0165988331778,0.11556086543811994,0.08722557358022331,0.014201381434825395
2003-12-23,153.60861388416876,0.1211575911455125,0.08757930989919624,0.014573089532438395
2003-12-24,236.82550679128332,0.14306389277197606,0.08835236381854168,0.015401361588879923
