Date,ema_fast,ema_slow,MACD_signal
2003-09-23,0.121166010630905,0.11895552164037392,0.0040688208931572495
2003-09-24,0.12044777683841054,0.11844117870810461,0.003992442272310904
2003-09-25,0.1198218803586378,0.11799522232660554,0.003912228041189473
2003-09-26,0.11926032581142319,0.11759585200087078,0.003828977884499212
2003-09-29,0.11852488439247512,0.11705231378595621,0.0037417035408703124
2003-09-30,0.11765249907838621,0.11639342897342057,0.0036497541543553244
2003-10-01,0.11630879455011611,0.11535014703114643,0.0035500835382299306
2003-10-02,0.11494351633204808,0.11428108275802054,0.0034431335395557683
2003-10-03,0.11328134069502409,0.11296532016418517,0.003327314539232922
2003-10-06,0.11165246940547241,0.11166653674949832,0.00320355965466778
2003-10-07,0.10982575589005811,0.11019962400208047,0.003071062329975553
2003-10-08,0.10849269714705422,0.10911889041651335,0.0029341269374038976
2003-10-09,0.10732704008500243,0.10816544197882505,0.0027944036473584715
2003-10-10,0.10585287795447311,0.10695834275026427,0.002649964075389967
2003-10-13,0.10421807270505658,0.10561475361211885,0.0025000883352991436
2003-10-14,0.10219032140981404,0.10394749747630266,0.002342411875973671
2003-10-15,0.10036568690861097,0.10243315214247799,0.00217908309412772
2003-10-16,0.09837753737401501,0.10077879363628499,0.00200944089574262
2003-10-17,0.09670334940188278,0.0993670862146501,0.0018363602398718821
2003-10-20,0.09511552560480066,0.09801731959409778,0.0016608730461989563
2003-10-21,0.09342728046273334,0.09658022718457057,0.0014825834251605793
2003-10-22,0.09217553195549927,0.09548648692603513,0.001305044966060711
2003-10-24,0.09087573894975787,0.09434972479549526,0.0011280438248830035
2003-10-27,0.08906567214852448,0.09279871381856881,0.0009480036213671764
2003-10-28,0.08704022531093783,0.09106749476106842,0.0007637342483487407
2003-10-29,0.085560525308292,0.08976612238006738,0.0005796849401959955
2003-10-30,0.08432627057274958,0.08865677429458192,0.0003978261008616127
2003-10-31,0.08368479019549961,0.08801979698547047,0.00022253599379374353
2003-11-03,0.08382400910342029,0.0880094514104217,5.9277538208737934e-05
2003-11-04,0.08428413847546175,0.08826095126383522,-9.020728870171433e-05
2003-11-05,0.08528894303455538,0.08895560245104073,-0.0002226684786196267
2003-11-06,0.08588438347908132,0.08933034592294224,-0.00034204973659152636
2003-11-07,0.08605279756797157,0.08936848223532284,-0.0004521843636567021
2003-11-10,0.08547903069537773,0.08881445292444184,-0.0005589709512643842
2003-11-11,0.08437751134631845,0.08783617901804035,-0.000666367126096144
2003-11-12,0.08325638548626905,0.08683869297062825,-0.0007743649171429238
2003-11-13,0.0828211382264513,0.08638835904417291,-0.000877804024571764
2003-11-14,0.0829856537678088,0.08641994980786213,-0.0009724889140340447
2003-11-17,0.08266763946409225,0.08606790181642623,-0.0010624064487858944
2003-11-18,0.08222624408328982,0.0856177601064205,-0.0011486697663542196
2003-11-19,0.08147583182054685,0.08491978079624288,-0.0012336801074409533
2003-11-20,0.08061205653778054,0.08412931475301652,-0.0013182570743963246
2003-11-21,0.07970164456281177,0.08329934293606311,-0.0014026808262057697
2003-11-24,0.07869115607857124,0.08238676208608828,-0.0014876039810691498
2003-11-25,0.07761302650997753,0.0814171198688365,-0.0015733998839502542
2003-11-26,0.07701548864018244,0.08083024880832891,-0.0016564132278093732
2003-11-27,0.07664114762003488,0.08042226347755843,-0.0017351059177987875
2003-11-28,0.07657856180996801,0.08026550822560269,-0.0018073963066075243
2003-12-01,0.07658785062779512,0.08016910780003757,-0.0018730948571865954
2003-12-02,0.0765065405378683,0.08000295020186414,-0.00193321762780916
2003-12-03,0.07644814393725162,0.07985757801083397,-0.001987892310985945
2003-12-04,0.076019677478317,0.0794175574994757,-0.0020401140780293803
2003-12-08,0.07590242988148495,0.07922771421691592,-0.0020877129764516615
2003-12-09,0.07584775567911316,0.07909015086190108,-0.002130478984093745
2003-12-11,0.07603009591758657,0.0791452016115829,-0.002166946640016063
2003-12-12,0.07596972384417303,0.07900898443450453,-0.0021992545641018203
2003-12-15,0.07708341161829955,0.07981745882808974,-0.0022190616991273155
2003-12-16,0.0779073260089351,0.08040189581184533,-0.0022292657029711273
2003-12-17,0.07854773812304128,0.08084575990900351,-0.0022318122245633906
2003-12-18,0.07945909158159209,0.08151267686062988,-0.0022252112265809614
2003-12-19,0.08072158531821423,0.08246838069766349,-0.002207492121131639
2003-12-22,0.08226924276390354,0.08366166074900704,-0.002177304190167634
2003-12-23,0.0837966857545766,0.08484869475602334,-0.0021356265905853786
2003-12-24,0.08590693215491742,0.08651320217597451,-0.0020789837546769238
2003-12-25,0.08825342547866018,0.08837992864655513,-0.002006669658870184
2003-12-26,0.09074361389307764,0.0903755305238228,-0.0019187158430137017
2003-12-29,0.0943326849527515,0.09326726597649773,-0.0018081923311889807
2003-12-30,0.09866767792160189,0.0967774834015256,-0.0016712150404013784
2003-12-31,0.10312606642354827,0.10040999795999175,-0.0015087230587733085
2004-01-05,0.1081433804872924,0.10451449146084428,-0.0013184411296910336
2004-01-06,0.11183455582104955,0.10758005163094364,-0.001112035747476332
2004-01-07,0.11437039156221214,0.10973570861159829,-0.0008991943142137328
2004-01-08,0.1179015825661103,0.11270116288094227,-0.0006732826846070008
2004-01-09,0.12204809156536907,0.11617654108274629,-0.0004308814561910832
2004-01-12,0.1264674158377397,0.11988984508965293,-0.00017130915232894026
2004-01-13,0.1304957280066305,0.12330912586603249,0.00010120608074242859
2004-01-14,0.1342928361143512,0.12655994792830397,0.0003838609735314952
2004-01-15,0.13728136134925656,0.12917701433339834,0.0006698049010250774
