Date,EMA
2011-01-27,-0.000946848062229161
2011-01-28,-0.0014896758222878858
2011-01-31,-0.0014765594265399235
2011-02-01,-0.0009045569402750237
2011-02-02,-0.0009315741642834492
2011-02-07,-0.0006434088976893636
2011-02-08,0.0003020339047905497
2011-02-09,0.0006442062475140868
2011-02-10,0.0006242653450719594
2011-02-11,0.0009952827592299555
2011-02-14,0.0010855121703426925
2011-02-15,0.0012612538949171711
2011-02-16,0.0016123614304000885
2011-02-17,0.002101625157072119
2011-02-21,0.0027233418195172017
2011-02-22,0.0032509883308541173
2011-02-23,0.0038548427722917356
2011-02-24,0.00439752788484605
2011-02-25,0.004734823132738205
2011-02-28,0.004768115514862799
2011-03-01,0.005062909657708677
2011-03-02,0.005461497043354882
2011-03-03,0.005715512777408489
2011-03-04,0.0057560767530663165
2011-03-07,0.006063238983864744
2011-03-08,0.006034795227250499
2011-03-09,0.005544844684508147
2011-03-10,0.005008727423747346
2011-03-11,0.004536703568000763
2011-03-14,0.004072089793942704
2011-03-15,0.003533735894709957
2011-03-16,0.002908317651083978
2011-03-17,0.0022508717441182095
2011-03-18,0.0038620842413436872
2011-03-21,0.003585500888627702
2011-03-22,0.003793011963575308
2011-03-23,0.004184263157757296
2011-03-24,0.004796736467175191
2011-03-25,0.0032398325144053016
2011-03-28,0.00288665195889369
2011-03-29,0.0024314626024038374
2011-03-30,0.002178222821383989
2011-03-31,0.0019569180961414388
2011-04-01,0.002073804926376261
2011-04-04,0.002410732574931222
2011-04-05,0.0026412328754595355
2011-04-07,0.003337053361840373
2011-04-08,0.0038473713225111177
2011-04-11,0.004261301210530472
2011-04-12,0.00449239702463685
2011-04-18,0.005411231080596367
2011-04-19,0.005892189046425152
2011-04-20,0.006447270822565477
2011-04-21,0.0069640396435164805
2011-04-25,0.007876853772427814
2011-04-26,0.007759595974200691
2011-04-27,0.007670621425323191
2011-04-28,0.007902778364661734
2011-04-29,0.008054819974373573
2011-05-03,0.00843340508915971
2011-05-04,0.008950598777759071
2011-05-06,0.008269399697968603
2011-05-09,0.007954943402840756
2011-05-10,0.0077419424643485136
2011-05-11,0.007317611742475377
2011-05-12,0.006194362824193074
2011-05-13,0.006676424224796887
2011-05-18,0.005934205562465221
2011-05-19,0.005133548781090208
2011-05-20,0.004441347121194917
2011-05-23,0.004906479729096785
2011-05-24,0.0050849739056983605
2011-05-25,0.005708215079861452
2011-05-26,0.0064941347691198845
2011-05-27,0.006929889688642188
2011-05-30,0.007290191202900833
2011-05-31,0.007361634240824639
2011-06-01,0.007101220364581597
2011-06-02,0.007020554744674711
2011-06-03,0.00687242678559063
2011-06-06,0.006762722788694533
2011-06-07,0.006590097745796092
2011-06-08,0.006497893797977521
2011-06-09,0.006210904926288331
2011-06-10,0.00634115195362837
2011-06-13,0.005825976214926147
2011-06-14,0.005303614441329501
2011-06-15,0.004973336475610132
2011-06-16,0.004727743127433475
2011-06-17,0.004278380971248989
2011-06-20,0.004639860268722315
2011-06-21,0.00501291196032624
2011-06-22,0.005520206512053286
2011-06-23,0.005657139969640244
2011-06-24,0.0053575843855098405
2011-06-27,0.004420213118703687
2011-06-28,0.003821676393539251
2011-06-29,0.0033846149863945747
2011-06-30,0.0029660098836511543
2011-07-04,0.002510066699622894
2011-07-05,0.0021138156570887855
2011-07-06,0.001866376969789142
2011-07-07,0.0015454223101033294
2011-07-08,0.0012809667743409407
2011-07-11,0.0017512524952108311
2011-07-12,0.002456204048249684
2011-07-13,0.0034344491002741805
2011-07-14,0.004396219062657447
2011-07-18,0.005589808420844303
2011-07-19,0.006472698132209797
2011-07-20,0.006842421877085604
2011-07-21,0.006533092735660404
2011-07-22,0.005836658978649849
2011-07-25,0.005682200395509904
2011-07-26,0.0053117418490809
2011-07-27,0.005579284916888312
2011-07-28,0.005625766352490085
2011-07-29,0.005801088094509153
2011-08-01,0.005512701877190354
2011-08-02,0.005559204739095158
2011-08-03,0.006418688298986592
2011-08-04,0.007253037076513306
2011-08-05,0.008264921906908392
2011-08-08,0.010055029659991312
2011-08-10,0.012757235035919716
2011-08-11,0.014786841613716207
2011-08-15,0.015980389156849042
2011-08-16,0.017766532995842573
2011-08-17,0.018754351727412667
2011-08-18,0.01861260607356802
2011-08-19,0.019525858689360572
2011-08-22,0.02177755316700799
2011-08-23,0.02294989933920495
2011-08-24,0.023316289572134996
2011-08-25,0.021403013434307835
2011-08-26,0.01940245202166537
2011-08-29,0.017553436728039645
2011-08-31,0.01616047416370665
2011-09-01,0.015169381547424232
2011-09-02,0.017017105083150404
2011-09-05,0.018262889642344845
2011-09-06,0.018782055868855486
2011-09-07,0.01833817416826917
2011-09-08,0.01782656751352736
2011-09-09,0.017856275695336512
2011-09-12,0.016553860830190215
2011-09-13,0.014936317158550674
2011-09-14,0.014379104178629499
2011-09-15,0.013849177509097263
2011-09-16,0.011777833494166345
2011-09-19,0.011088001226959975
2011-09-20,0.01064260195747803
2011-09-21,0.010303360717452262
2011-09-22,0.009214300134763756
2011-09-23,0.008491097822249865
2011-09-26,0.005045083126464551
2011-09-27,0.003029600696266311
2011-09-28,0.00044996372624814306
2011-09-29,-0.0015941087773724532
2011-09-30,-0.0030605461562676966
2011-10-03,-0.0019169689176627362
2011-10-04,-0.00157421790168485
2011-10-05,-0.0023853862443360776
2011-10-06,-0.0016892873444420997
2011-10-07,-0.0013159836980228623
2011-10-10,-0.0013767869134723011
2011-10-11,-0.0019070047567660616
2011-10-12,-0.0006324005269461987
2011-10-13,-0.000347684843683113
2011-10-14,-0.00016083789376078036
