Date,Close,High,Low,dm_plus,ATR
2011-01-27,10.4654,10.4654,10.4654,0.032842092844443255,0.07261285281912043
2011-01-28,10.2807,10.2807,10.2807,0.030496217592740387,0.08061911678807739
2011-01-31,10.4735,10.4735,10.4735,0.04208939757533991,0.08863207342034762
2011-02-01,10.5415,10.5415,10.5415,0.043940162698836535,0.08715834767341324
2011-02-02,10.4927,10.4927,10.4927,0.04080156735448621,0.08441845496409621
2011-02-07,10.5416,10.5416,10.5416,0.04138002893324966,0.08188141323847953
2011-02-08,10.5511,10.5511,10.5511,0.03910287631821311,0.07671129483045833
2011-02-09,10.5788,10.5788,10.5788,0.038288382598120674,0.07321047707720033
2011-02-10,10.5423,10.5423,10.5423,0.03555349016202936,0.07058829250655549
2011-02-11,10.6102,10.6102,10.6102,0.037863961398590065,0.0703962710939528
2011-02-14,10.5792,10.5792,10.5792,0.03515938593578579,0.06758224466377964
2011-02-15,10.6154,10.6154,10.6154,0.035233715685118794,0.06534065053240573
2011-02-16,10.698,10.698,10.698,0.038617029033121794,0.06657346387793592
2011-02-17,10.7063,10.7063,10.7063,0.03645152260550689,0.0624110652323038
2011-02-21,10.8205,10.8205,10.8205,0.04200499564444744,0.0661102817647194
2011-02-22,10.7671,10.7671,10.7671,0.03900463361136007,0.06520240292193828
2011-02-23,10.8326,10.8326,10.8326,0.04089716282846602,0.06522365989030385
2011-02-24,10.9047,10.9047,10.9047,0.04312594024364086,0.06571482777517601
2011-02-25,10.8563,10.8563,10.8563,0.0400455116649069,0.06447805264602689
2011-02-28,10.882,10.882,10.882,0.03902083093960925,0.0617081881727948
2011-03-01,10.9089,10.9089,10.9089,0.038155056264914486,0.0592218860420115
2011-03-02,11.0105,11.0105,11.0105,0.042686842996478645,0.06224889754580332
2011-03-03,11.0432,11.0432,11.0432,0.04197349633203721,0.06013825982879375
2011-03-04,10.9309,10.9309,10.9309,0.038975386578335436,0.06386410198261949
2011-03-07,11.0399,11.0399,11.0399,0.043977149130319276,0.06708809756677289
2011-03-08,10.9662,10.9662,10.9662,0.04083592159709946,0.067560376702209
2011-03-09,10.9232,10.9232,10.9232,0.03791906781663121,0.0658060627347082
2011-03-10,10.9357,10.9357,10.9357,0.03610341882197034,0.06199848411255748
2011-03-11,10.8386,10.8386,10.8386,0.03352460148589894,0.0645057369059644
2011-03-14,10.9438,10.9438,10.9438,0.03864427595317402,0.06741247176961668
2011-03-15,10.8426,10.8426,10.8426,0.035883968953497526,0.0698258680197911
2011-03-16,10.7671,10.7671,10.7671,0.03332082695640081,0.07023116337589817
2011-03-17,10.7626,10.7626,10.7626,0.03094076671753636,0.06553607796850465
2011-03-18,11.3607,11.3607,11.3607,0.07145215902439848,0.10357637548606977
2011-03-21,10.8998,10.8998,10.8998,0.06634843121548495,0.1290995023462503
2011-03-22,10.9456,10.9456,10.9456,0.06488068555070321,0.12314953554999925
2011-03-23,10.928,10.928,10.928,0.06024634917397382,0.11561028025399918
2011-03-24,10.9955,10.9955,10.9955,0.06076446726603531,0.11217383049764865
2011-03-25,10.9111,10.9111,10.9111,0.05642414680719574,0.11018998483663903
2011-03-28,10.8254,10.8254,10.8254,0.0523938494267786,0.10844069969333266
2011-03-29,10.8352,10.8352,10.8352,0.04935143078350767,0.1013949335141526
2011-03-30,10.8757,10.8757,10.8757,0.04871918556794554,0.09704529430802207
2011-03-31,10.9501,10.9501,10.9501,0.05055352988591743,0.09542777290687561
2011-04-01,10.9688,10.9688,10.9688,0.048278277255986705,0.08994721650636588
2011-04-04,10.9518,10.9518,10.9518,0.04482982818359616,0.08473669998853263
2011-04-05,10.9325,10.9325,10.9325,0.04162769699810087,0.08006264911215992
2011-04-07,11.1201,11.1201,11.1201,0.0520542918866822,0.08774388979988235
2011-04-08,11.1459,11.1459,11.1459,0.05017898501988577,0.08331932552676545
2011-04-11,11.1404,11.1404,11.1404,0.04659477126561105,0.07776080143962259
2011-04-12,11.0706,11.0706,11.0706,0.043266572853689386,0.07719217268602394
2011-04-18,11.2679,11.2679,11.2679,0.05426896193248908,0.08577130431998042
2011-04-19,11.3327,11.3327,11.3327,0.05502117902780885,0.08427335383119569
2011-04-20,11.3879,11.3879,11.3879,0.055033951955820795,0.0821966854684026
2011-04-21,11.3763,11.3763,11.3763,0.05110295497976742,0.07715406455470804
2011-04-25,11.4357,11.4357,11.4357,0.05169560110972782,0.0758859169643603
2011-04-26,11.319,11.319,11.319,0.04800305784304047,0.07880120887052036
2011-04-27,11.3919,11.3919,11.3919,0.04978141100195422,0.07837969391618817
2011-04-28,11.5506,11.5506,11.5506,0.057561310816110996,0.08411685907892888
2011-04-29,11.5155,11.5155,11.5155,0.05344978832051604,0.08061565460826876
2011-05-03,11.6512,11.6512,11.6512,0.05932480383116228,0.08455025096932514
2011-05-04,11.5813,11.5813,11.5813,0.05508731758156098,0.08350380440689895
2011-05-06,11.2727,11.2727,11.2727,0.05115250895726207,0.09958210501402591
2011-05-09,11.5426,11.5426,11.5426,0.06677733057793958,0.1117476695893252
2011-05-10,11.5372,11.5372,11.5372,0.062007521015125376,0.10415140710024412
2011-05-11,11.6005,11.6005,11.6005,0.062099840946854674,0.1012334493162679
2011-05-12,11.2953,11.2953,11.2953,0.057664137832988724,0.11580248927188724
2011-05-13,11.4974,11.4974,11.4974,0.06798098553901755,0.12196659742504008
2011-05-18,11.3755,11.3755,11.3755,0.06312520067917586,0.1219618404659338
2011-05-19,11.3424,11.3424,11.3424,0.05861625761962413,0.11561456593029755
2011-05-20,11.4312,11.4312,11.4312,0.06077223928655285,0.11369923973171601
2011-05-23,11.4952,11.4952,11.4952,0.061002793630012764,0.11014929393212003
2011-05-24,11.6123,11.6123,11.6123,0.06500973705165425,0.11064577295053603
2011-05-25,11.6354,11.6354,11.6354,0.062016184329144686,0.10439250329538936
2011-05-26,11.6612,11.6612,11.6612,0.059429313958965606,0.09877875292772767
2011-05-27,11.6474,11.6474,11.6474,0.055184362869017525,0.09270884187150948
2011-05-30,11.6929,11.6929,11.6929,0.05449262265003362,0.08933678166931994
2011-05-31,11.7206,11.7206,11.7206,0.052578863853212233,0.08493415432416637
2011-06-01,11.6347,11.6347,11.6347,0.04882323065504772,0.08500314330222011
2011-06-02,11.7172,11.7172,11.7172,0.051228714218817056,0.08482434734915303
2011-06-03,11.68,11.68,11.68,0.04756952029077213,0.08142260820140157
2011-06-06,11.7367,11.7367,11.7367,0.04822169742200742,0.07965670759081853
2011-06-07,11.7422,11.7422,11.7422,0.04517014756640559,0.07435979983677181
2011-06-08,11.6808,11.6808,11.6808,0.04194370841549911,0.07343409983723564
2011-06-09,11.6975,11.6975,11.6975,0.04014058636557139,0.06938166408906675
2011-06-10,11.7959,11.7959,11.7959,0.04430197309713954,0.0714544023900335
2011-06-13,11.6388,11.6388,11.6388,0.04113754641670244,0.07757194513569637
2011-06-14,11.6358,11.6358,11.6358,0.03819915021766043,0.07224537757811028
2011-06-15,11.6328,11.6328,11.6328,0.03547063946504669,0.06729927913837791
2011-06-16,11.6738,11.6738,11.6738,0.03586559379203396,0.06542075918535854
2011-06-17,11.7006,11.7006,11.7006,0.03521805137365554,0.062662133509402
2011-06-20,11.8085,11.8085,11.8085,0.04040961916738494,0.06589340970890245
2011-06-21,11.8135,11.8135,11.8135,0.03788036063972883,0.06154388041698176
2011-06-22,11.8593,11.8593,11.8593,0.03844604916872308,0.06041931752357255
2011-06-23,11.7838,11.7838,11.7838,0.03569990278483051,0.06149650913479704
2011-06-24,11.6669,11.6669,11.6669,0.03314990971609786,0.06545390135912237
2011-06-27,11.5563,11.5563,11.5563,0.03078205901116336,0.06867862270549555
2011-06-28,11.6642,11.6642,11.6642,0.03629048339111408,0.07148014966710835
2011-06-29,11.7569,11.7569,11.7569,0.04031973459349638,0.07299585326834625
2011-06-30,11.6831,11.6831,11.6831,0.037439753540462285,0.07305329232081949
2011-07-04,11.5499,11.5499,11.5499,0.0347654854212537,0.07734948574121576
2011-07-05,11.4548,11.4548,11.4548,0.032282236454681125,0.07861737962088261
2011-07-06,11.6066,11.6066,11.6066,0.04081921959031695,0.083844709663427
2011-07-07,11.6713,11.6713,11.6713,0.04252498962426596,0.08247723039799705
2011-07-08,11.6131,11.6131,11.6131,0.03948749035764153,0.08074314250800246
2011-07-11,11.7195,11.7195,11.7195,0.044266955343416736,0.08257577519034325
2011-07-12,11.705,11.705,11.705,0.04110502995478952,0.07771321980890936
2011-07-13,11.9587,11.9587,11.9587,0.056290384989033035,0.09028370413394664
2011-07-14,12.0313,12.0313,12.0313,0.05745535749202572,0.08902058240769778
2011-07-18,12.0592,12.0592,12.0592,0.055344260524591946,0.08465482651374549
2011-07-19,12.0799,12.0799,12.0799,0.052869670483074525,0.0800866246124364
2011-07-20,11.9041,11.9041,11.9041,0.04909326544283497,0.08692329429335775
2011-07-21,11.9351,11.9351,11.9351,0.04780088933795315,0.08292877326677148
2011-07-22,11.8711,11.8711,11.8711,0.044386540095057644,0.08157671803166046
2011-07-25,12.0765,12.0765,12.0765,0.055887501530821414,0.09042123818300876
2011-07-26,12.021,12.021,12.021,0.051895537131256185,0.08792686402426354
2011-07-27,12.0581,12.0581,12.0581,0.05083871304934425,0.08429637373301033
2011-07-28,12.0175,12.0175,12.0175,0.047207376399427806,0.08117520417761429
2011-07-29,11.9972,11.9972,11.9972,0.04383542093927803,0.07682697530385452
2011-08-01,12.0473,12.0473,12.0473,0.04428289087256234,0.07491790563769123
2011-08-02,12.1032,12.1032,12.1032,0.04511268438231169,0.07355948380536884
2011-08-03,12.4205,12.4205,12.4205,0.0645546355119308,0.09096952068901339
2011-08-04,12.3804,12.3804,12.3804,0.05994359011512287,0.08733598349449934
2011-08-05,12.4302,12.4302,12.4302,0.05921904796359051,0.08465484181464775
2011-08-08,12.7615,12.7615,12.7615,0.07865340169173765,0.1022723531238095
2011-08-10,13.157,13.157,13.157,0.10128530158307603,0.12321718505480647
2011-08-11,13.2974,13.2974,13.2974,0.10407920861425213,0.12444452898007631
2011-08-15,12.9846,12.9846,12.9846,0.09664497942407096,0.13789849120202663
2011-08-16,13.2616,13.2616,13.2616,0.10952748089932966,0.14783431326330487
2011-08-17,13.3475,13.3475,13.3475,0.10783980369155964,0.1434104337427278
2011-08-18,13.3506,13.3506,13.3506,0.10035838913938364,0.1333882599002389
2011-08-19,13.891,13.891,13.891,0.13178993278312578,0.16246052706024905
2011-08-22,14.0714,14.0714,14.0714,0.135262080442586,0.1637419179849274
2011-08-23,13.9935,13.9935,13.9935,0.12560050326524227,0.15761035241275206
2011-08-24,13.7932,13.7932,13.7932,0.11662903874381891,0.16065961295554032
2011-08-25,12.9339,12.9339,12.9339,0.10829839311712422,0.2105624977572268
2011-08-26,13.3963,13.3963,13.3963,0.1335913650433522,0.22855089077885102
