Date,Close,High,Low,dm_minus,ATR
2011-01-27,10.4654,10.4654,10.4654,0.03977075997467713,0.07261285281912043
2011-01-28,10.2807,10.2807,10.2807,0.05012289919533697,0.08061911678807739
2011-01-31,10.4735,10.4735,10.4735,0.04654267584500769,0.08863207342034762
2011-02-01,10.5415,10.5415,10.5415,0.04321818497457667,0.08715834767341324
2011-02-02,10.4927,10.4927,10.4927,0.043616887609609974,0.08441845496409621
2011-02-07,10.5416,10.5416,10.5416,0.04050138430522985,0.08188141323847953
2011-02-08,10.5511,10.5511,10.5511,0.03760841851224521,0.07671129483045833
2011-02-09,10.5788,10.5788,10.5788,0.034922094479079645,0.07321047707720033
2011-02-10,10.5423,10.5423,10.5423,0.03503480234452613,0.07058829250655549
2011-02-11,10.6102,10.6102,10.6102,0.03253230969536273,0.0703962710939528
2011-02-14,10.5792,10.5792,10.5792,0.03242285872799385,0.06758224466377964
2011-02-15,10.6154,10.6154,10.6154,0.030106934847286944,0.06534065053240573
2011-02-16,10.698,10.698,10.698,0.027956434844814127,0.06657346387793592
2011-02-17,10.7063,10.7063,10.7063,0.02595954262679692,0.0624110652323038
2011-02-21,10.8205,10.8205,10.8205,0.02410528612027196,0.0661102817647194
2011-02-22,10.7671,10.7671,10.7671,0.026197769310578205,0.06520240292193828
2011-02-23,10.8326,10.8326,10.8326,0.024326497061837822,0.06522365989030385
2011-02-24,10.9047,10.9047,10.9047,0.02258888753153515,0.06571482777517601
2011-02-25,10.8563,10.8563,10.8563,0.024432540981119993,0.06447805264602689
2011-02-28,10.882,10.882,10.882,0.022687357233185556,0.0617081881727948
2011-03-01,10.9089,10.9089,10.9089,0.021066829777097017,0.0592218860420115
2011-03-02,11.0105,11.0105,11.0105,0.019562054549324668,0.06224889754580332
2011-03-03,11.0432,11.0432,11.0432,0.018164763496756532,0.06013825982879375
2011-03-04,10.9309,10.9309,10.9309,0.024888715404284042,0.06386410198261949
2011-03-07,11.0399,11.0399,11.0399,0.0231109484364536,0.06708809756677289
2011-03-08,10.9662,10.9662,10.9662,0.02672445510510953,0.067560376702209
2011-03-09,10.9232,10.9232,10.9232,0.027886994918076967,0.0658060627347082
2011-03-10,10.9357,10.9357,10.9357,0.025895065290587115,0.06199848411255748
2011-03-11,10.8386,10.8386,10.8386,0.03098113542006543,0.0645057369059644
2011-03-14,10.9438,10.9438,10.9438,0.028768195816442636,0.06741247176961668
2011-03-15,10.8426,10.8426,10.8426,0.033941899066293545,0.0698258680197911
2011-03-16,10.7671,10.7671,10.7671,0.03691033641949733,0.07023116337589817
2011-03-17,10.7626,10.7626,10.7626,0.03459531125096826,0.06553607796850465
2011-03-18,11.3607,11.3607,11.3607,0.032124216461671254,0.10357637548606977
2011-03-21,10.8998,10.8998,10.8998,0.06275107113076532,0.1290995023462503
2011-03-22,10.9456,10.9456,10.9456,0.058268849999296,0.12314953554999925
2011-03-23,10.928,10.928,10.928,0.055363931080025325,0.11561028025399918
2011-03-24,10.9955,10.9955,10.9955,0.0514093632316133,0.11217383049764865
