Date,gains,losses,Close
2019-08-22,0.04750885640963751,0.05077451361064965,10.7253
2019-08-23,0.04592522786264959,0.05645536315696137,10.5041
2019-08-26,0.04445438693389464,0.05457351771839599,10.5059
2019-08-27,0.04329924070276483,0.052754400461116124,10.5157
2019-08-28,0.04185593267933933,0.05099925377907897,10.5156
2019-08-29,0.04694073492336141,0.04929927865310967,10.71
2019-08-30,0.04591271042591603,0.04765596936467268,10.7261
2019-09-03,0.04438228674505216,0.048614103719183635,10.6497
2019-09-04,0.04899287718688377,0.046993633595210846,10.8324
2019-09-05,0.05578978128065432,0.04542717914203715,11.0853
2019-09-06,0.05580012190463254,0.04391293983730258,11.1414
2019-09-09,0.0569234511744781,0.04244917517605916,11.2309
2019-09-10,0.055026002801995495,0.04275753600352386,11.1792
2019-09-11,0.0583784693752623,0.0413322848034064,11.3348
2019-09-12,0.05789252039608692,0.039954541976626186,11.3786
2019-09-13,0.0566961030495507,0.03862272391073865,11.4006
2019-09-16,0.05480623294789901,0.04083863311371403,11.2955
2019-09-17,0.05300602518296904,0.0394773453432569,11.2963
2019-09-18,0.05131582434353674,0.038161433831815,11.2986
2019-09-19,0.05180863019875214,0.03688938603742117,11.3647
2019-09-20,0.05008167585879374,0.03743307316950708,11.3115
2019-09-23,0.048412286663500614,0.0398086373971902,11.2028
2019-09-24,0.04679854377471726,0.04034168281728385,11.147
2019-09-25,0.04523859231556002,0.03966029339004105,11.1271
2019-09-26,0.04651397257170798,0.03833828361037301,11.2106
2019-09-27,0.04520684015265107,0.03706034082336058,11.2179
2019-09-30,0.043699945480896035,0.036234996129248555,11.2056
2019-10-01,0.042243280631532834,0.03580049625827364,11.1824
2019-10-02,0.040835171277148405,0.0424938130496645,10.9458
2019-10-03,0.03967733223457679,0.04107735261467568,10.9519
2019-10-04,0.043764754493424235,0.039708107527519826,11.1142
2019-10-07,0.04369259601031006,0.038384503943269165,11.1558
2019-10-08,0.042236176143299727,0.04352168714516016,10.9633
2019-10-09,0.041888303605189754,0.04207096424032149,10.9951
2019-10-10,0.04426202681835007,0.040668598765644104,11.1082
2019-10-11,0.05025329259107174,0.0393129788067893,11.3322
2019-10-15,0.05153818283803598,0.038002546179896325,11.421
2019-10-16,0.04982024341010145,0.03744246130723307,11.3998
2019-10-17,0.04815956862976474,0.03658437926365867,11.3881
2019-10-18,0.04655424967543925,0.03946489995487003,11.2651
2019-10-21,0.04897577468625792,0.038149403289707694,11.3843
2019-10-22,0.047663248863382676,0.036877756513384104,11.3939
2019-10-24,0.049037807234603215,0.03564849796293797,11.4828
2019-10-25,0.05097988032678312,0.0344602146975067,11.5901
2019-10-28,0.05273388431589035,0.03331154087425648,11.6937
2019-10-29,0.05097608817202734,0.03651448951178128,11.5643
2019-10-30,0.04927688523295976,0.03602067319472188,11.5426
2019-10-31,0.047634322391861106,0.035706650754897824,11.516
2019-11-01,0.050099844978799095,0.0345164290630679,11.6376
2019-11-04,0.05428985014617242,0.033365881427632305,11.8134
2019-11-05,0.05495352180796671,0.03225368538004456,11.8876
2019-11-06,0.05312173774770115,0.03244856253404308,11.8495
2019-11-07,0.05540767982277774,0.03136694378290831,11.9712
2019-11-08,0.05356075716201848,0.03301804565681136,11.8903
2019-11-12,0.052292065256617844,0.03191744413491765,11.9058
2019-11-13,0.05054899641473058,0.03354686266375373,11.825
2019-11-14,0.0488640298675729,0.033841967241628565,11.7826
2019-11-15,0.05183856220532045,0.032713901666907616,11.9207
2019-11-18,0.0501639434651431,0.031623438278010695,11.9223
2019-11-19,0.048491812016304994,0.03151599033541032,11.8939
2019-11-20,0.04687541828242816,0.03124545732422999,11.8705
2019-11-21,0.045312904339680556,0.03431727541342233,11.7471
2019-11-22,0.045089140861691225,0.03317336623297492,11.7857
2019-11-25,0.04833950283296817,0.03206758735854242,11.9283
2019-11-26,0.04739485273853589,0.030998667779924338,11.9483
2019-11-27,0.04807835764725136,0.02996537885392686,12.0162
2019-11-29,0.046475745725676317,0.029733199558795952,11.9932
2019-12-02,0.044926554201487105,0.03343542624016944,11.8524
2019-12-03,0.04342900239477087,0.036417578698830444,11.7295
2019-12-04,0.04565803564827852,0.03520365940886943,11.8398
2019-12-06,0.04793943446000259,0.03403020409524045,11.9539
2019-12-09,0.04634145331133584,0.03448919729206578,11.9061
2019-12-11,0.045666738200957964,0.03333955738233026,11.9322
2019-12-12,0.047907846927592694,0.03222823880291925,12.0451
2019-12-13,0.0498042520300063,0.031153964176155277,12.1499
2019-12-16,0.05305077696233942,0.030115498703616767,12.2971
2019-12-17,0.05128241773026144,0.02938831541349621,12.2888
2019-12-18,0.05046967047258604,0.028408704899713005,12.3157
2019-12-19,0.05000068145683319,0.027461748069722573,12.3521
