date,open,high,low,close
1990-10-12,642.37,642.37,642.37,642.37
1990-10-15,652.75,652.75,652.75,652.75
1990-10-16,653.8,653.8,653.8,653.8
1990-10-17,646.99,646.99,646.99,646.99
1990-10-18,649.28,649.28,649.28,649.28
1990-10-19,652.16,652.16,652.16,652.16
1990-10-22,683.33,683.33,683.33,683.33
1990-10-24,709.35,709.35,709.35,709.35
1990-10-25,698.69,698.69,698.69,698.69
1990-10-26,688.57,688.57,688.57,688.57
1990-10-29,690.55,690.55,690.55,690.55
1990-10-30,673.85,673.85,673.85,673.85
1990-10-31,649.37,649.37,649.37,649.37
1990-11-01,653.21,653.21,653.21,653.21
1990-11-02,657.43,657.43,657.43,657.43
1990-11-05,673.06,673.06,673.06,673.06
1990-11-06,661.89,661.89,661.89,661.89
1990-11-07,662.25,662.25,662.25,662.25
1990-11-08,661.19,661.19,661.19,661.19
1990-11-09,662.55,662.55,662.55,662.55
1990-11-12,661.83,661.83,661.83,661.83
1990-11-13,659.37,659.37,659.37,659.37
1990-11-14,652.13,652.13,652.13,652.13
1990-11-15,655.84,655.84,655.84,655.84
1990-11-16,656.91,656.91,656.91,656.91
1990-11-19,658.25,658.25,658.25,658.25
1990-11-20,652.72,652.72,652.72,652.72
1990-11-21,643.86,643.86,643.86,643.86
1990-11-22,642.28,642.28,642.28,642.28
1990-11-23,638.95,638.95,638.95,638.95
1990-11-26,601.85,601.85,601.85,601.85
1990-11-27,592.6,592.6,592.6,592.6
1990-11-28,587.15,587.15,587.15,587.15
1990-11-29,558.2,558.2,558.2,558.2
1990-11-30,544.3,544.3,544.3,544.3
1990-12-03,583.95,583.95,583.95,583.95
1990-12-04,581.98,581.98,581.98,581.98
1990-12-06,607.15,607.15,607.15,607.15
1990-12-07,632.37,632.37,632.37,632.37
1990-12-11,661.88,661.88,661.88,661.88
1990-12-12,640.28,640.28,640.28,640.28
1990-12-13,644.1,644.1,644.1,644.1
1990-12-14,649.58,649.58,649.58,649.58
1990-12-17,621.98,621.98,621.98,621.98
1990-12-18,619.04,619.04,619.04,619.04
1990-12-19,623.58,623.58,623.58,623.58
1990-12-20,616.68,616.68,616.68,616.68
1990-12-21,611.63,611.63,611.63,611.63
1990-12-24,587.85,587.85,587.85,587.85
1990-12-25,600.55,600.55,600.55,600.55
1990-12-26,600.88,600.88,600.88,600.88
1990-12-27,603.81,603.81,603.81,603.81
1990-12-28,612.86,612.86,612.86,612.86
1991-01-02,594.95,594.95,594.95,594.95
1991-01-03,586.92,586.92,586.92,586.92
1991-01-04,609.88,609.88,609.88,609.88
1991-01-07,595.36,595.36,595.36,595.36
1991-01-08,590.37,590.37,590.37,590.37
1991-01-09,595.82,595.82,595.82,595.82
1991-01-10,591.04,591.04,591.04,591.04
1991-01-11,596.57,596.57,596.57,596.57
1991-01-14,599.25,599.25,599.25,599.25
1991-01-15,583.8,583.8,583.8,583.8
1991-01-16,582.48,582.48,582.48,582.48
1991-01-17,633.89,633.89,633.89,633.89
1991-01-18,658.48,658.48,658.48,658.48
1991-01-21,631.58,631.58,631.58,631.58
1991-01-22,625.75,625.75,625.75,625.75
1991-01-23,611.13,611.13,611.13,611.13
1991-01-24,623.47,623.47,623.47,623.47
1991-01-25,629.69,629.69,629.69,629.69
1991-01-28,637.25,637.25,637.25,637.25
1991-01-29,637.87,637.87,637.87,637.87
1991-01-30,651.7,651.7,651.7,651.7
1991-01-31,658.47,658.47,658.47,658.47
1991-02-01,676.86,676.86,676.86,676.86
1991-02-04,692.29,692.29,692.29,692.29
1991-02-05,711.09,711.09,711.09,711.09
1991-02-06,701.75,701.75,701.75,701.75
1991-02-07,720.44,720.44,720.44,720.44
1991-02-08,728.36,728.36,728.36,728.36
1991-02-11,745.22,745.22,745.22,745.22
1991-02-12,760.93,760.93,760.93,760.93
1991-02-13,753.66,753.66,753.66,753.66
1991-02-14,766.24,766.24,766.24,766.24
1991-02-15,774.52,774.52,774.52,774.52
1991-02-18,821.21,821.21,821.21,821.21
1991-02-19,823.65,823.65,823.65,823.65
1991-02-20,817.24,817.24,817.24,817.24
1991-02-21,776.57,776.57,776.57,776.57
1991-02-22,791.64,791.64,791.64,791.64
1991-02-25,734.24,734.24,734.24,734.24
1991-02-26,776.14,776.14,776.14,776.14
1991-02-27,769.13,769.13,769.13,769.13
1991-03-01,790.46,790.46,790.46,790.46
1991-03-04,787.57,787.57,787.57,787.57
1991-03-05,787.1,787.1,787.1,787.1
1991-03-06,803.21,803.21,803.21,803.21
1991-03-07,817.23,817.23,817.23,817.23
1991-03-08,827.54,827.54,827.54,827.54
1991-03-11,848.55,848.55,848.55,848.55
1991-03-12,854.33,854.33,854.33,854.33
1991-03-13,861.05,861.05,861.05,861.05
1991-03-14,861.07,861.07,861.07,861.07
1991-03-15,871.85,871.85,871.85,871.85
1991-03-18,885.16,885.16,885.16,885.16
1991-03-19,883.59,883.59,883.59,883.59
1991-03-20,876.28,876.28,876.28,876.28
1991-03-21,878.7,878.7,878.7,878.7
1991-03-22,882.69,882.69,882.69,882.69
1991-03-25,876.08,876.08,876.08,876.08
1991-03-26,860.18,860.18,860.18,860.18
1991-03-27,854.17,854.17,854.17,854.17
1991-03-28,863.54,863.54,863.54,863.54
1991-03-29,865.74,865.74,865.74,865.74
1991-04-01,857.18,857.18,857.18,857.18
1991-04-02,853.58,853.58,853.58,853.58
1991-04-03,856.38,856.38,856.38,856.38
1991-04-04,868.49,868.49,868.49,868.49
1991-04-05,874.64,874.64,874.64,874.64
1991-04-09,885.75,885.75,885.75,885.75
1991-04-10,882.75,882.75,882.75,882.75
1991-04-11,892.78,892.78,892.78,892.78
1991-04-15,884.66,884.66,884.66,884.66
1991-04-16,886.03,886.03,886.03,886.03
1991-04-17,890.46,890.46,890.46,890.46
1991-04-18,904.69,904.69,904.69,904.69
1991-04-19,908.13,908.13,908.13,908.13
1991-04-22,908.9,908.9,908.9,908.9
1991-04-23,893.19,893.19,893.19,893.19
1991-04-24,895.34,895.34,895.34,895.34
1991-04-25,883.6,883.6,883.6,883.6
1991-04-26,872.51,872.51,872.51,872.51
1991-04-29,867.97,867.97,867.97,867.97
1991-04-30,876.01,876.01,876.01,876.01
1991-05-02,878.93,878.93,878.93,878.93
1991-05-03,868.0,868.0,868.0,868.0
1991-05-07,840.06,840.06,840.06,840.06
1991-05-08,848.67,848.67,848.67,848.67
1991-05-09,853.99,853.99,853.99,853.99
1991-05-10,845.88,845.88,845.88,845.88
1991-05-13,828.16,828.16,828.16,828.16
1991-05-14,833.79,833.79,833.79,833.79
1991-05-15,824.49,824.49,824.49,824.49
1991-05-16,816.42,816.42,816.42,816.42
1991-05-17,821.04,821.04,821.04,821.04
1991-05-20,813.78,813.78,813.78,813.78
1991-05-21,804.83,804.83,804.83,804.83
1991-05-22,792.08,792.08,792.08,792.08
1991-05-23,800.73,800.73,800.73,800.73
1991-05-24,812.54,812.54,812.54,812.54
1991-05-27,810.33,810.33,810.33,810.33
1991-05-29,809.25,809.25,809.25,809.25
1991-05-30,802.88,802.88,802.88,802.88
1991-05-31,808.19,808.19,808.19,808.19
1991-06-03,803.41,803.41,803.41,803.41
1991-06-04,810.66,810.66,810.66,810.66
1991-06-05,818.06,818.06,818.06,818.06
1991-06-06,822.54,822.54,822.54,822.54
1991-06-07,820.7,820.7,820.7,820.7
1991-06-10,821.6,821.6,821.6,821.6
1991-06-11,813.41,813.41,813.41,813.41
1991-06-12,814.69,814.69,814.69,814.69
1991-06-13,811.0,811.0,811.0,811.0
1991-06-14,812.68,812.68,812.68,812.68
1991-06-17,803.81,803.81,803.81,803.81
1991-06-18,805.9,805.9,805.9,805.9
1991-06-19,792.64,792.64,792.64,792.64
1991-06-20,773.03,773.03,773.03,773.03
1991-06-21,773.54,773.54,773.54,773.54
1991-06-24,754.49,754.49,754.49,754.49
1991-06-25,749.82,749.82,749.82,749.82
1991-06-27,766.01,766.01,766.01,766.01
1991-06-28,765.21,765.21,765.21,765.21
1991-07-02,739.54,739.54,739.54,739.54
1991-07-03,723.01,723.01,723.01,723.01
1991-07-04,712.57,712.57,712.57,712.57
1991-07-05,716.29,716.29,716.29,716.29
1991-07-08,726.34,726.34,726.34,726.34
1991-07-09,714.27,714.27,714.27,714.27
1991-07-10,700.19,700.19,700.19,700.19
1991-07-11,688.98,688.98,688.98,688.98
1991-07-12,674.71,674.71,674.71,674.71
1991-07-15,677.83,677.83,677.83,677.83
1991-07-16,677.44,677.44,677.44,677.44
1991-07-17,654.45,654.45,654.45,654.45
1991-07-18,652.54,652.54,652.54,652.54
1991-07-19,677.33,677.33,677.33,677.33
1991-07-22,710.61,710.61,710.61,710.61
1991-07-23,706.86,706.86,706.86,706.86
1991-07-24,720.43,720.43,720.43,720.43
1991-07-25,728.59,728.59,728.59,728.59
1991-07-26,742.41,742.41,742.41,742.41
1991-07-30,743.95,743.95,743.95,743.95
1991-07-31,728.7,728.7,728.7,728.7
1991-08-01,711.39,711.39,711.39,711.39
1991-08-02,721.85,721.85,721.85,721.85
1991-08-05,709.35,709.35,709.35,709.35
1991-08-06,704.95,704.95,704.95,704.95
1991-08-07,705.99,705.99,705.99,705.99
1991-08-08,699.89,699.89,699.89,699.89
1991-08-09,702.92,702.92,702.92,702.92
1991-08-13,689.76,689.76,689.76,689.76
1991-08-14,689.87,689.87,689.87,689.87
1991-08-15,699.22,699.22,699.22,699.22
1991-08-16,698.05,698.05,698.05,698.05
1991-08-19,665.7,665.7,665.7,665.7
1991-08-20,622.81,622.81,622.81,622.81
1991-08-21,650.92,650.92,650.92,650.92
1991-08-22,685.42,685.42,685.42,685.42
1991-08-23,676.37,676.37,676.37,676.37
1991-08-26,677.68,677.68,677.68,677.68
1991-08-27,683.35,683.35,683.35,683.35
1991-08-28,684.77,684.77,684.77,684.77
1991-08-29,693.21,693.21,693.21,693.21
1991-08-30,705.65,705.65,705.65,705.65
1991-09-02,723.08,723.08,723.08,723.08
1991-09-03,720.78,720.78,720.78,720.78
1991-09-04,723.71,723.71,723.71,723.71
1991-09-05,723.06,723.06,723.06,723.06
1991-09-06,728.51,728.51,728.51,728.51
1991-09-09,734.07,734.07,734.07,734.07
1991-09-10,729.82,729.82,729.82,729.82
1991-09-11,722.59,722.59,722.59,722.59
1991-09-12,722.55,722.55,722.55,722.55
1991-09-13,715.57,715.57,715.57,715.57
1991-09-16,711.47,711.47,711.47,711.47
1991-09-17,711.2,711.2,711.2,711.2
1991-09-18,718.48,718.48,718.48,718.48
1991-09-19,703.88,703.88,703.88,703.88
1991-09-20,712.5,712.5,712.5,712.5
1991-09-23,704.84,704.84,704.84,704.84
1991-09-24,695.24,695.24,695.24,695.24
1991-09-25,691.88,691.88,691.88,691.88
1991-09-26,693.05,693.05,693.05,693.05
1991-09-27,685.51,685.51,685.51,685.51
1991-09-30,670.79,670.79,670.79,670.79
1991-10-01,665.93,665.93,665.93,665.93
1991-10-02,654.69,654.69,654.69,654.69
1991-10-03,643.99,643.99,643.99,643.99
1991-10-04,664.47,664.47,664.47,664.47
1991-10-07,645.56,645.56,645.56,645.56
1991-10-08,633.8,633.8,633.8,633.8
1991-10-09,634.76,634.76,634.76,634.76
1991-10-10,644.6,644.6,644.6,644.6
1991-10-11,639.08,639.08,639.08,639.08
1991-10-16,626.36,626.36,626.36,626.36
1991-10-17,614.08,614.08,614.08,614.08
1991-10-18,619.34,619.34,619.34,619.34
1991-10-21,630.8,630.8,630.8,630.8
1991-10-22,622.07,622.07,622.07,622.07
1991-10-24,622.55,622.55,622.55,622.55
1991-10-25,624.04,624.04,624.04,624.04
1991-10-28,624.93,624.93,624.93,624.93
1991-10-29,627.02,627.02,627.02,627.02
1991-10-30,638.21,638.21,638.21,638.21
1991-10-31,638.84,638.84,638.84,638.84
1991-11-01,641.81,641.81,641.81,641.81
1991-11-04,654.2,654.2,654.2,654.2
1991-11-05,652.95,652.95,652.95,652.95
1991-11-06,660.46,660.46,660.46,660.46
1991-11-07,672.6,672.6,672.6,672.6
1991-11-08,686.03,686.03,686.03,686.03
1991-11-11,688.74,688.74,688.74,688.74
1991-11-12,683.39,683.39,683.39,683.39
1991-11-13,682.66,682.66,682.66,682.66
1991-11-14,670.92,670.92,670.92,670.92
1991-11-15,671.45,671.45,671.45,671.45
1991-11-18,653.46,653.46,653.46,653.46
1991-11-19,678.62,678.62,678.62,678.62
1991-11-20,677.01,677.01,677.01,677.01
1991-11-21,669.3,669.3,669.3,669.3
1991-11-22,657.07,657.07,657.07,657.07
1991-11-25,668.96,668.96,668.96,668.96
1991-11-26,664.57,664.57,664.57,664.57
1991-11-27,668.6,668.6,668.6,668.6
1991-11-28,667.86,667.86,667.86,667.86
1991-11-29,671.07,671.07,671.07,671.07
1991-12-02,666.6,666.6,666.6,666.6
1991-12-03,663.75,663.75,663.75,663.75
1991-12-04,670.07,670.07,670.07,670.07
1991-12-06,687.39,687.39,687.39,687.39
1991-12-09,701.51,701.51,701.51,701.51
1991-12-11,695.1,695.1,695.1,695.1
1991-12-12,699.69,699.69,699.69,699.69
1991-12-13,699.68,699.68,699.68,699.68
1991-12-16,695.48,695.48,695.48,695.48
1991-12-17,694.12,694.12,694.12,694.12
1991-12-18,697.0,697.0,697.0,697.0
1991-12-19,690.29,690.29,690.29,690.29
1991-12-20,686.83,686.83,686.83,686.83
1991-12-23,680.38,680.38,680.38,680.38
1991-12-24,683.36,683.36,683.36,683.36
1991-12-25,689.36,689.36,689.36,689.36
1991-12-26,698.19,698.19,698.19,698.19
1991-12-27,702.6,702.6,702.6,702.6
1991-12-30,711.36,711.36,711.36,711.36
1992-01-02,711.36,715.11,708.9,712.02
1992-01-03,712.02,712.74,704.72,711.81
1992-01-06,711.81,719.5,711.81,719.5
1992-01-07,719.5,728.93,718.35,728.93
1992-01-08,728.93,732.12,721.36,723.96
1992-01-09,723.96,727.58,722.58,725.7
1992-01-10,725.7,732.37,723.7,727.63
1992-01-13,727.63,730.17,726.18,727.85
1992-01-14,727.85,732.1,727.85,732.1
1992-01-15,732.1,742.99,732.1,742.99
1992-01-16,742.99,758.33,742.99,758.33
1992-01-17,758.33,779.68,758.33,770.83
1992-01-20,770.83,781.02,770.83,779.82
1992-01-21,779.82,794.82,771.48,776.01
1992-01-22,779.82,794.82,770.79,772.71
1992-01-23,773.31,780.83,772.71,780.26
1992-01-24,780.26,789.67,779.64,781.63
1992-01-27,781.63,786.4,770.63,771.93
1992-01-28,771.93,777.19,763.5,766.73
1992-01-29,766.73,770.95,762.89,768.57
1992-01-30,768.57,772.12,762.9,764.7
1992-01-31,764.7,771.04,761.75,763.45
1992-02-03,763.45,767.19,761.98,767.19
1992-02-04,767.19,773.69,767.19,769.72
1992-02-05,769.72,771.88,761.86,763.41
1992-02-06,763.41,771.17,760.99,771.09
1992-02-07,771.09,782.39,771.06,780.08
1992-02-10,780.08,786.97,777.86,780.26
1992-02-11,780.26,787.01,780.26,784.8
1992-02-12,786.91,805.58,786.91,801.44
1992-02-13,801.44,816.23,798.04,803.2
1992-02-14,803.2,809.5,798.7,805.78
1992-02-17,805.78,818.8,805.78,816.5
1992-02-19,816.5,818.95,803.95,806.51
1992-02-20,806.51,814.65,796.03,799.11
1992-02-21,799.11,801.59,784.42,797.46
1992-02-24,797.46,817.33,797.46,813.28
1992-02-25,813.28,821.15,806.94,810.45
1992-02-26,810.45,816.08,798.83,799.97
1992-02-27,799.97,799.97,776.97,780.18
1992-02-28,780.18,785.44,770.86,782.85
1992-03-02,782.85,782.85,773.64,779.1
1992-03-03,779.1,788.52,776.07,788.52
1992-03-04,788.52,796.04,788.52,793.16
1992-03-05,793.16,800.85,792.68,800.85
1992-03-06,800.85,808.96,800.85,807.65
1992-03-09,807.65,807.65,795.57,797.62
1992-03-10,797.62,797.9,789.44,797.9
1992-03-11,797.9,803.94,797.9,803.94
1992-03-12,803.94,810.33,803.78,808.4
1992-03-13,809.56,809.66,802.52,805.59
1992-03-16,805.59,805.59,791.26,792.29
1992-03-17,792.29,795.76,785.61,795.76
1992-03-18,795.76,808.49,795.76,808.49
1992-03-19,808.49,815.46,806.86,811.78
1992-03-20,811.78,817.85,811.11,814.39
1992-03-23,814.39,827.19,814.39,827.19
1992-03-24,827.19,828.31,816.29,822.61
1992-03-25,822.61,831.81,822.61,827.22
1992-03-26,827.22,827.22,817.32,824.08
1992-03-27,824.08,829.7,824.08,828.18
1992-03-30,828.18,829.41,822.25,827.24
1992-03-31,827.24,828.77,818.23,822.72
1992-04-01,822.72,825.86,819.23,822.42
1992-04-02,822.42,828.05,821.41,822.96
1992-04-03,822.96,826.62,822.14,826.62
1992-04-07,826.62,835.2,826.62,832.39
1992-04-08,832.39,837.29,825.89,828.91
1992-04-09,828.91,830.47,807.99,812.35
1992-04-10,812.35,818.52,806.81,818.32
1992-04-15,818.32,822.57,810.22,811.81
1992-04-16,811.81,814.58,803.49,810.12
1992-04-17,810.12,822.88,810.03,822.88
1992-04-20,822.88,822.88,807.95,808.84
1992-04-21,808.84,808.84,782.2,785.09
1992-04-22,785.09,792.92,783.81,786.93
1992-04-23,786.93,797.67,786.93,797.67
1992-04-24,797.67,799.37,792.16,794.81
1992-04-27,794.81,794.81,772.94,774.52
1992-04-28,774.52,779.19,762.33,768.11
1992-04-29,768.11,770.02,754.15,756.9
1992-04-30,756.9,763.36,754.07,760.97
1992-05-04,760.97,760.98,750.59,760.98
1992-05-06,760.98,760.98,709.23,717.62
1992-05-07,717.62,735.41,692.12,710.72
1992-05-08,710.72,732.89,700.25,732.89
1992-05-11,732.89,774.81,732.89,774.7
1992-05-12,774.7,774.7,751.59,754.63
1992-05-13,754.63,754.63,728.46,731.27
1992-05-14,731.27,731.27,718.44,727.96
1992-05-15,727.96,732.89,725.48,732.89
1992-05-19,732.89,732.89,665.88,667.84
1992-05-20,667.84,679.93,653.13,677.37
1992-05-21,677.37,738.67,677.37,738.67
1992-05-22,738.67,738.67,707.86,718.51
1992-05-25,718.51,744.44,718.51,742.42
1992-05-26,742.42,743.04,725.34,729.58
1992-05-27,729.58,731.86,710.88,715.75
1992-05-28,715.75,718.27,702.88,704.83
1992-05-29,704.83,704.83,674.47,688.84
1992-06-01,688.84,701.25,688.84,698.9
1992-06-02,698.9,698.9,674.23,677.1
1992-06-03,677.1,679.52,669.44,679.52
1992-06-04,679.52,688.05,679.52,684.75
1992-06-05,684.75,702.24,684.75,702.24
1992-06-08,702.24,704.68,691.11,703.26
1992-06-09,703.26,703.26,683.61,684.47
1992-06-10,684.47,690.57,681.67,687.38
1992-06-11,687.38,743.29,687.38,737.23
1992-06-12,743.05,743.37,736.36,740.69
1992-06-15,740.69,745.86,737.9,743.37
1992-06-16,743.37,750.3,743.37,749.74
1992-06-17,749.74,761.5,749.74,756.29
1992-06-18,756.29,762.04,750.2,755.73
1992-06-19,755.73,760.88,751.43,753.55
1992-06-22,753.55,760.53,753.06,756.29
1992-06-23,756.29,760.42,748.67,752.3
1992-06-24,752.3,759.41,752.3,754.75
1992-06-25,754.75,757.95,750.94,756.98
1992-06-26,756.98,759.46,753.71,755.04
1992-06-29,755.04,757.11,747.62,753.23
1992-06-30,753.23,756.85,747.84,751.45
1992-07-02,751.45,753.73,746.4,746.94
1992-07-06,738.86,738.86,728.84,731.62
1992-07-07,731.62,737.76,728.8,731.82
1992-07-08,731.82,732.77,721.14,729.84
1992-07-09,729.84,743.11,729.84,743.11
1992-07-10,743.11,747.3,738.18,739.13
1992-07-13,739.13,742.88,732.45,734.46
1992-07-14,734.46,741.87,733.83,741.87
1992-07-16,741.87,754.95,741.87,750.38
1992-07-17,750.38,759.64,750.38,758.71
1992-07-20,758.71,766.75,756.4,758.92
1992-07-21,758.92,760.58,752.84,754.25
1992-07-22,754.25,761.41,754.25,757.96
1992-07-23,757.96,758.21,749.17,753.92
1992-07-24,753.92,753.94,743.81,746.16
1992-07-27,746.16,748.46,733.56,734.94
1992-07-28,734.94,743.01,732.57,732.57
1992-07-29,732.57,738.08,731.65,736.58
1992-07-30,736.58,743.62,736.58,739.66
1992-07-31,739.66,744.42,739.63,744.42
1992-08-03,744.42,758.71,744.42,757.22
1992-08-04,757.22,761.9,751.63,754.48
1992-08-05,754.48,761.51,753.05,761.51
1992-08-06,761.51,769.95,761.51,767.48
1992-08-07,767.48,768.12,761.49,764.43
1992-08-10,764.43,764.43,754.32,755.45
1992-08-11,755.45,757.48,750.13,754.84
1992-08-13,754.84,758.06,754.02,756.26
1992-08-14,756.26,757.89,751.47,754.48
1992-08-17,754.48,755.69,743.79,746.35
1992-08-18,746.35,754.52,744.95,749.83
1992-08-19,749.83,760.83,749.83,757.72
1992-08-20,757.72,761.24,755.63,758.4
1992-08-21,758.4,763.47,758.13,761.2
1992-08-24,761.2,762.77,754.66,756.83
1992-08-25,756.83,758.35,752.61,754.48
1992-08-26,754.48,759.15,749.81,752.85
1992-08-27,752.85,755.53,746.49,749.04
1992-08-28,749.04,753.3,741.18,753.26
1992-08-31,753.26,754.5,744.34,746.51
1992-09-01,746.51,753.53,746.51,753.53
1992-09-02,753.53,762.42,753.53,762.42
1992-09-03,762.42,773.79,759.83,763.42
1992-09-04,763.42,766.1,760.02,763.28
1992-09-07,763.28,770.26,761.74,770.26
1992-09-08,770.26,775.09,768.44,770.42
1992-09-09,770.42,782.85,770.42,782.85
1992-09-10,782.85,795.68,782.85,791.2
1992-09-11,791.2,801.9,791.2,801.9
1992-09-14,801.9,825.18,801.9,817.95
1992-09-15,817.95,822.48,813.63,817.74
1992-09-16,817.74,819.42,810.36,813.33
1992-09-17,813.33,824.26,813.33,824.26
1992-09-18,824.26,835.51,824.26,835.45
1992-09-21,835.45,871.35,835.45,868.75
1992-09-22,868.75,879.75,860.65,863.42
1992-09-23,863.42,876.51,863.42,871.37
1992-09-24,871.37,880.21,861.84,863.61
1992-09-25,863.61,865.43,855.54,859.17
1992-09-28,859.17,859.45,846.0,849.07
1992-09-29,849.07,857.36,846.76,850.52
1992-09-30,850.52,854.66,841.43,847.0
1992-10-01,847.0,859.71,847.0,859.68
1992-10-02,859.68,880.71,859.68,880.71
1992-10-05,880.71,888.01,874.28,877.6
1992-10-06,877.6,877.6,861.13,865.52
1992-10-07,865.52,874.15,863.2,872.0
1992-10-08,872.0,885.87,872.0,883.36
1992-10-09,883.36,893.13,883.36,886.34
1992-10-12,886.34,886.34,868.48,871.71
1992-10-13,871.71,875.56,863.91,868.68
1992-10-14,868.68,879.65,868.68,879.65
1992-10-15,879.65,883.55,868.56,871.66
1992-10-16,871.66,873.26,862.99,871.58
1992-10-19,871.58,871.58,865.0,868.34
1992-10-20,868.34,878.68,868.34,878.68
1992-10-21,878.68,888.29,878.68,883.93
1992-10-22,883.93,902.76,883.93,902.76
1992-10-26,902.76,917.42,902.76,913.88
1992-10-27,913.88,920.68,904.85,908.46
1992-10-28,908.46,917.89,908.46,917.89
1992-10-29,917.89,931.8,917.89,931.36
1992-10-30,931.36,942.7,931.36,940.35
1992-11-02,940.35,951.48,940.35,950.23
1992-11-03,950.23,957.01,937.34,942.08
1992-11-04,942.08,957.77,935.21,956.87
1992-11-05,956.87,970.51,956.87,963.03
1992-11-06,963.03,970.06,953.02,959.08
1992-11-09,959.08,959.08,936.07,939.36
1992-11-10,939.36,940.73,922.95,926.52
1992-11-11,926.52,939.34,926.52,937.12
1992-11-12,937.12,937.12,906.46,914.88
1992-11-13,914.88,914.88,896.94,909.24
1992-11-16,909.24,909.47,890.75,893.31
1992-11-17,893.31,898.27,885.95,891.49
1992-11-18,891.49,891.49,834.35,868.04
1992-11-19,868.04,871.23,831.15,834.17
1992-11-20,834.17,871.72,792.51,871.72
1992-11-23,871.72,883.42,860.34,875.07
1992-11-24,875.07,875.07,855.59,859.43
1992-11-25,859.43,859.43,840.41,847.33
1992-11-26,847.33,858.24,843.68,858.24
1992-11-27,858.24,869.84,857.68,869.49
1992-11-30,869.49,874.29,861.45,865.21
1992-12-01,865.21,865.21,856.82,861.33
1992-12-02,861.33,874.75,856.92,874.75
1992-12-03,874.75,880.13,866.25,868.59
1992-12-04,868.59,868.59,854.63,860.33
1992-12-08,860.33,860.33,845.18,847.9
1992-12-09,847.9,853.33,846.65,848.54
1992-12-11,848.54,852.61,848.13,852.61
1992-12-14,853.99,856.56,846.8,850.18
1992-12-15,850.18,850.18,837.06,839.3
1992-12-16,839.3,840.4,829.53,840.4
1992-12-17,840.4,849.92,836.84,849.92
1992-12-18,849.92,857.88,845.48,848.97
1992-12-21,848.97,871.82,848.97,871.33
1992-12-22,871.33,877.53,862.13,863.87
1992-12-23,863.87,866.11,860.29,863.5
1992-12-24,863.5,873.73,862.85,869.0
1992-12-25,869.0,873.74,867.53,872.11
1992-12-28,872.11,895.34,872.11,890.83
1992-12-29,890.83,897.25,884.6,888.2
1992-12-30,888.2,898.26,886.54,893.42
1993-01-04,893.42,898.16,882.93,887.17
1993-01-05,887.17,890.91,881.68,890.91
1993-01-06,890.91,905.65,890.91,904.11
1993-01-07,904.11,916.89,904.11,914.32
1993-01-08,914.32,920.79,912.87,920.79
1993-01-11,920.79,927.97,916.27,926.7
1993-01-12,926.7,933.7,924.28,933.6
1993-01-13,933.6,940.54,911.59,930.27
1993-01-14,930.27,940.65,917.91,938.21
1993-01-15,938.21,945.99,938.21,943.59
1993-01-18,943.59,944.3,933.22,937.99
1993-01-19,937.99,949.89,937.99,948.87
1993-01-20,948.37,961.3,948.37,961.3
1993-01-21,961.3,971.5,959.0,965.34
1993-01-22,965.34,981.33,965.34,979.7
1993-01-25,979.7,1001.17,979.7,998.44
1993-01-26,998.44,1003.04,983.75,987.97
1993-01-27,987.97,993.55,980.55,983.41
1993-01-28,983.41,985.9,972.77,974.54
1993-01-29,974.54,977.48,966.54,974.48
1993-02-01,974.48,977.32,962.3,965.75
1993-02-02,965.75,969.8,957.78,969.8
1993-02-03,969.8,975.34,969.72,975.26
1993-02-04,975.26,979.25,967.08,972.16
1993-02-05,972.16,982.04,972.16,980.05
1993-02-08,980.05,987.88,978.37,980.93
1993-02-09,980.93,982.76,969.05,972.68
1993-02-10,972.68,990.24,972.68,990.13
1993-02-11,990.13,998.9,988.35,991.21
1993-02-12,991.21,1001.11,991.21,998.36
1993-02-15,998.36,1005.23,993.53,998.33
1993-02-16,998.33,998.33,980.93,986.65
1993-02-17,986.65,986.65,968.8,973.24
1993-02-18,973.24,981.75,958.27,961.43
1993-02-19,961.43,962.8,942.21,962.8
1993-02-22,962.8,962.8,942.71,945.62
1993-02-23,945.62,948.95,937.33,946.08
1993-02-24,946.08,959.12,946.08,959.12
1993-02-25,959.12,962.6,951.83,954.53
1993-02-26,954.53,954.53,930.77,937.65
1993-03-01,937.65,937.65,907.54,910.52
1993-03-02,910.52,922.48,908.93,922.48
1993-03-03,922.48,923.04,904.16,905.99
1993-03-04,905.99,905.99,891.24,903.47
1993-03-05,903.47,904.52,894.81,898.74
1993-03-09,898.74,898.74,881.15,883.71
1993-03-10,883.71,900.07,879.93,900.07
1993-03-11,900.07,908.05,892.44,896.76
1993-03-12,896.76,916.9,896.76,916.26
1993-03-15,916.26,919.85,903.74,905.51
1993-03-16,905.51,906.86,898.82,905.12
1993-03-17,905.12,912.64,903.71,906.26
1993-03-18,906.26,906.26,900.37,903.44
1993-03-19,903.44,912.01,901.49,912.0
1993-03-22,912.0,912.37,897.34,899.23
1993-03-23,899.23,899.61,886.57,889.82
1993-03-24,889.82,889.82,881.33,886.7
1993-03-25,886.7,891.24,873.26,876.08
1993-03-26,876.08,876.08,864.2,867.44
1993-03-29,867.44,868.36,854.89,858.04
1993-03-30,858.04,863.45,845.16,849.2
1993-03-31,849.2,867.28,848.05,865.23
1993-04-01,865.23,865.23,851.11,851.77
1993-04-02,851.77,857.2,846.34,857.2
1993-04-05,857.2,857.2,848.21,852.71
