Date,Close,ATR
2022-07-08,-0.07151924761751505,0.008709492659010267
2022-07-11,-0.07184361870139155,0.008601740718607179
2022-07-14,-0.08348043893129775,0.008530322017843702
2022-07-15,-0.0896099269726296,0.00849947313377544
2022-07-19,-0.09713259538389074,0.008477144202929245
2022-07-20,-0.09197517755598028,0.008434491881422963
2022-07-22,-0.08820092428931314,0.00826750427186181
2022-07-25,-0.08280722792414685,0.008230584196248477
2022-07-27,-0.06499999999999995,0.008248244462670402
2022-08-01,-0.05077273214732558,0.008325051482104509
2022-08-02,-0.050873777130093,0.008219407928679591
2022-08-03,-0.043961248396340635,0.008202620505487479
2022-08-04,-0.04587555651042596,0.008121846451124702
2022-08-08,-0.04831563692289498,0.007945670712473988
2022-08-09,-0.042464465068408064,0.007918768607264362
2022-08-10,-0.034691672685381314,0.007916893707779206
2022-08-11,-0.02798732152165706,0.007901320334052702
2022-08-15,-0.022047187238625976,0.007876132286589965
2022-08-17,-0.016624286331142324,0.007760396561783092
2022-08-18,-0.009816678670209189,0.007748160458824486
2022-08-19,-0.010576279437716662,0.0076584124950949736
2022-08-22,-0.00844389351857533,0.00758744809959389
2022-08-23,0.018124139134553685,0.00783118868848573
2022-08-25,0.018706534270519493,0.007963412958168702
2022-08-26,0.03803044455103133,0.008109290530293647
2022-08-29,0.026597154722983074,0.008151972387384623
2022-08-30,0.015459990461384132,0.008190303016627992
2022-08-31,0.011479143137509196,0.00813625359311373
2022-09-02,-0.0004929295418836244,0.008082124756200631
2022-09-05,-0.00812093341813025,0.008076294179326272
2022-09-06,0.004697982450206917,0.0081371847992531
2022-09-07,0.009069764579923367,0.008088841609684221
2022-09-08,0.00383784346250593,0.008052162896223933
2022-09-12,0.007335466040965022,0.007950986755495205
2022-09-13,-0.0013947252932230425,0.007960990077233778
2022-09-14,-0.002066252612936137,0.007867410575629749
2022-09-15,-0.003240940236819312,0.007781493276621273
2022-09-16,-0.00952566096423002,0.007762278902843411
2022-09-20,0.0010385548204214778,0.007698349184357962
2022-09-21,-0.004807047899886618,0.007674566276656751
2022-09-22,0.0077605321507761005,0.007737374776796716
2022-09-23,0.019780508230941463,0.007792346929677848
2022-09-26,0.011365975683549356,0.00780033327847047
2022-09-28,0.024425084876048997,0.007786155437702706
2022-09-29,0.021149295557878256,0.007728263213512286
2022-09-30,0.01943291795203983,0.007651099575602037
2022-10-03,-0.010460330767471993,0.007936577390892104
2022-10-04,0.011525493262906972,0.008116896753829693
2022-10-06,0.013016650093067073,0.007967827727733403
2022-10-07,-0.000341728895076554,0.008037011481602966
2022-10-10,-0.014989306791598489,0.008121852064525467
2022-10-11,-0.014815468610119953,0.00801984794935389
2022-10-12,-0.0048140378619295765,0.008045279068947015
2022-10-18,0.019285123728585374,0.008148721211101205
2022-10-19,0.03076623629403752,0.008191486581872567
2022-10-20,0.03303951900064206,0.00811553783050138
2022-10-21,0.01852954165786591,0.008197597118488258
2022-10-25,0.027466990185317286,0.00820709144975424
2022-10-27,0.03589992242048101,0.008166885173440554
2022-10-28,0.04506057963847421,0.008179637543465151
2022-10-31,0.04916621559049683,0.008127359393501477
2022-11-01,0.05238184631119691,0.008064332146853917
2022-11-02,0.05972884318162541,0.008055127414350964
2022-11-04,0.05174253545537444,0.00795160674644942
2022-11-07,0.04562287068582438,0.007928100346219038
2022-11-08,0.04633694586332204,0.007835535233896603
2022-11-09,0.04459882305978691,0.007757298523969914
2022-11-10,0.027162984249021527,0.007881483842885718
2022-11-14,0.02153338870850008,0.007765129799702629
2022-11-15,0.021727815993930033,0.0076679931565038295
2022-11-16,0.01327912431587186,0.0076780098846434275
2022-11-17,0.008656602689417925,0.007638806927731346
2022-11-18,0.005289426740507475,0.007584000983409055
2022-11-22,-0.0011624959034387539,0.007472557490554861
2022-11-23,0.0013191473623217487,0.007408524827460189
