Date,gains,losses,Close
2017-10-25,0.003520896764700693,0.0028432653865352792,0.07591572062093555
2017-10-27,0.003611672163009302,0.002665561299876824,0.08088902375857399
2017-10-30,0.0033859426528212206,0.002524032405306981,0.08048792477181466
2017-10-31,0.003174321237019894,0.00237702885123268,0.08031594923169649
2017-11-01,0.0029759261597061505,0.0026486476708060015,0.07359301926729067
2017-11-02,0.0027899307747245162,0.0028910043861513444,0.06706666415095919
2017-11-03,0.002615560101304234,0.003175622022536947,0.0596217775826382
2017-11-06,0.0030083680511860983,0.002977145646128388,0.06852226488205226
2017-11-07,0.0028513802530598965,0.0027910740432453636,0.06901882816321914
2017-11-08,0.0026731689872436532,0.0028931745444723163,0.06459414610034253
2017-11-09,0.002506095925540925,0.0031656244662082436,0.05734177280809538
2017-11-10,0.0023494649301946174,0.003537130957250425,0.04823204448521223
2017-11-13,0.0022026233720574538,0.0035707286221332,0.04415735088983741
2017-11-14,0.0023096627619772687,0.003347558083249875,0.048072604500611904
2017-11-15,0.0021653088393536893,0.0032829544442707975,0.04575870464102727
2017-11-16,0.0024650896865257114,0.0030777697915038726,0.05272050703513331
2017-11-17,0.0027450167760222728,0.0028854091795348807,0.05966443015360401
2017-11-20,0.002973171138447001,0.0027050711058139508,0.06605991672842193
2017-11-21,0.0027873479422940634,0.003041195067667286,0.05797686223295462
2017-11-22,0.002859960692902271,0.0028511203759380805,0.061926014184980005
2017-11-23,0.0029179114920035443,0.0026729253524419507,0.06571318766350265
2017-11-24,0.0027355420237533228,0.0025590424153459886,0.06486238930459609
2017-11-27,0.002694512550229052,0.002399102264386864,0.06694145975196109
2017-11-28,0.0025261055158397362,0.002336603457728069,0.06554233839411494
2017-11-29,0.0024295741978502244,0.0021905657416200646,0.06652394282212248
2017-11-30,0.0022777258104845852,0.0022157564474018852,0.06393032578799329
2017-12-01,0.002824092342953459,0.0020772716694392674,0.07494991611797985
2017-12-04,0.0026991931157361875,0.0019474421900993132,0.07577562082545697
2017-12-06,0.0025304935460026758,0.002068435569369125,0.07189228456704067
2017-12-07,0.0026117159642016973,0.0019391583462835549,0.07572233680422769
2017-12-08,0.0026958122612380938,0.0018179609496408327,0.07967959352101173
2017-12-12,0.002527323994910713,0.0018095972481459376,0.07799545179528922
2017-12-13,0.0023693662452287934,0.0017389035232624167,0.07731695414527961
2017-12-14,0.0025270729009578743,0.0016302220530585157,0.0822096268821737
2017-12-15,0.002369130844648007,0.0018028943357330024,0.0778166483063234
2017-12-18,0.0025843723064590636,0.0016902134397496897,0.08362964253994831
2017-12-19,0.002930321233587219,0.001584575099765334,0.09174919768045786
2017-12-20,0.002747176156488018,0.0015887877372795078,0.09009722038046575
2017-12-21,0.0026005335803227117,0.0014894885036995384,0.09049811531830887
2017-12-22,0.002670404965604617,0.0013963954722183173,0.09421659106314206
2017-12-25,0.002872141352381773,0.0013091207552046724,0.10011477821718118
2017-12-26,0.002855340510147744,0.0012273007080043803,0.10271810609381848
2017-12-27,0.002797109623066742,0.0011505944137541065,0.1046417524106702
2017-12-28,0.0026222902716250707,0.001665080616378108,0.09525937875493207
2017-12-29,0.003127119091547964,0.0015610130778544763,0.10595893014532343
2018-01-03,0.0037860608069605704,0.0014634497604885716,0.11962911668347309
2018-01-04,0.0037962296521435453,0.001371984150458036,0.12357787901336126
2018-01-05,0.0035589652988845736,0.0013001254895269399,0.12335563343780076
2018-01-08,0.0033365299677042878,0.00169675158026378,0.11570949049648438
2018-01-09,0.0031279968447227697,0.0016719082178749663,0.11441023271444162
2018-01-10,0.0033895110820716013,0.0015674139542577808,0.1217224573567457
2018-01-11,0.003472591627168598,0.0014694505821166695,0.12644125716036925
2018-01-12,0.0036069468762484906,0.0013776099207343778,0.13206353277281613
2018-01-15,0.003460467325614699,0.001291509300688479,0.13332680683892395
2018-01-16,0.003333479234330528,0.0012107899693954492,0.1347554647039919
2018-01-17,0.0031748602592913924,0.0011351155963082336,0.13555104033769627
2018-01-18,0.0029764314930856802,0.001434212966043638,0.12963036682562157
2018-01-19,0.0031735297182134024,0.0013445746556659105,0.1357603699207508
2018-01-22,0.003229358602468287,0.001260538739686791,0.13982716178704235
2018-01-23,0.0030351242747509756,0.0011817550684563667,0.13994877114603366
2018-01-24,0.00284542900757904,0.001690034230822442,0.13063454947972009
2018-01-25,0.00266758969460535,0.0036343582358815685,0.09783533116795162
2018-01-26,0.002627085283950662,0.0034072108461389704,0.09985485029208196
2018-01-29,0.0024628924537037455,0.0033544506593446944,0.09729180243465141
2018-01-30,0.0023089616753472616,0.003346743080654971,0.09406067303434229
2018-01-31,0.0021646515706380577,0.003266628521983252,0.09199576289243483
2018-02-01,0.0023749652461938324,0.003062464239359299,0.09752543327196528
2018-02-02,0.0022265299183067177,0.00319395409956111,0.092359131269377
2018-02-05,0.0020873717984125476,0.004022095153887812,0.07591492030058866
2018-02-06,0.0019569110610117633,0.004499374006603863,0.06425636350324404
2018-02-07,0.0018884925794334746,0.004218163131191122,0.06511857885900318
2018-02-08,0.0017704617932188824,0.00397877558262235,0.06473061650491241
2018-02-09,0.0017045418264177142,0.003730102108708453,0.0654463588293126
2018-02-12,0.001598007962266607,0.003572726270187598,0.06423427013693783
2018-02-13,0.001498132464624944,0.0035074454034157393,0.06170603773509997
2018-02-14,0.001404499185585885,0.003936686041079208,0.05133074212906874
2018-02-15,0.0014931675426909147,0.0036906431635117575,0.0541539350283351
2018-02-16,0.0016420828130440219,0.0034599779657922725,0.05802974689667573
2018-02-19,0.0015394526372287706,0.0032467633916764558,0.05798120211673652
2018-02-20,0.0017047921518372655,0.0030438406796966773,0.06216608698770121
2018-02-21,0.0015982426423474365,0.003113995849786301,0.05799976358657055
2018-02-22,0.0014983524772007218,0.0038143689347060173,0.04367979837806879
2018-02-23,0.0019923060571386047,0.003575970876286891,0.05308140813427564
2018-02-26,0.002927075834379109,0.0033524726965189606,0.07003003062726232
2018-02-27,0.002744133594730415,0.0038832501337325615,0.05818511893532574
2018-02-28,0.002572625245059764,0.003928110698694932,0.05358409976219525
2018-03-02,0.0024118361672435286,0.004099066417390944,0.04692069756436412
2018-03-05,0.0022610964067908083,0.003924163897836001,0.04562007145985225
2018-03-06,0.002119777881366383,0.003916542206654307,0.041817854620923356
2018-03-07,0.0019872917637809837,0.004391104176960389,0.030308320889371743
2018-03-08,0.0023202142067174553,0.004116660165900365,0.03762237174013627
2018-03-09,0.0021752008187976143,0.004765899419639768,0.02311788351440547
2018-03-12,0.0027532177974088634,0.004468030705912282,0.03454135599098307
2018-03-13,0.003056438300710904,0.004188778786792764,0.04214610184122458
2018-03-14,0.0028654109069164726,0.004367968721678217,0.03509028409626458
