Date,Close,High,Low,dm_minus,ATR
2017-10-25,0.06552930747577812,0.06552930747577812,0.06552930747577812,0.003111692799324961,0.00626834888017913
2017-10-27,0.07062701139596705,0.07062701139596705,0.07062701139596705,0.0028893649544092658,0.006184709000281699
2017-10-30,0.06824722077744827,0.06824722077744827,0.06824722077744827,0.0028529570444883533,0.005912861563482251
2017-10-31,0.0678612543687116,0.0678612543687116,0.0678612543687116,0.0026766996287835233,0.005517992224336526
2017-11-01,0.0617500501604098,0.0617500501604098,0.0617500501604098,0.002922078004098439,0.005560373589641247
2017-11-02,0.054584180222066125,0.054584180222066125,0.054584180222066125,0.0032252709622720608,0.0056750747209708356
2017-11-03,0.04612769488471158,0.04612769488471158,0.04612769488471158,0.003599003488997837,0.005873783618671817
2017-11-06,0.056488020163529384,0.056488020163529384,0.056488020163529384,0.003341884309288023,0.006194305865869847
2017-11-07,0.04998706354877669,0.04998706354877669,0.04998706354877669,0.0035675710477848744,0.006216212980525808
2017-11-08,0.053021626701863944,0.053021626701863944,0.053021626701863944,0.0033127039448287146,0.005988918657516296
2017-11-09,0.050766008174737864,0.050766008174737864,0.050766008174737864,0.003237186673157941,0.005722217730328968
2017-11-10,0.04554561488027442,0.04554561488027442,0.04554561488027442,0.0033788637487299337,0.0056863685554907496
2017-11-13,0.04579240349014824,0.04579240349014824,0.04579240349014824,0.003137485552242112,0.005297781109661508
2017-11-14,0.04527415541514612,0.04527415541514612,0.04527415541514612,0.002950375001156079,0.004956348344698575
2017-11-15,0.046765524323787,0.046765524323787,0.046765524323787,0.002739610751381619,0.004708824537092259
2017-11-16,0.05511098928368585,0.05511098928368585,0.05511098928368585,0.002543904284126877,0.0049686092009042305
2017-11-17,0.0718618885407869,0.0718618885407869,0.0718618885407869,0.0023621796035460823,0.00581027545658052
2017-11-20,0.07812103682626703,0.07812103682626703,0.07812103682626703,0.002193437631258117,0.005842340423159721
2017-11-21,0.07864177060958921,0.07864177060958921,0.07864177060958921,0.0020367507038888005,0.005462196802379953
2017-11-22,0.08019207984102006,0.08019207984102006,0.08019207984102006,0.001891257464797069,0.005182756561662937
2017-11-23,0.07781225772568523,0.07781225772568523,0.07781225772568523,0.0019261574002057374,0.004982533851317623
2017-11-24,0.0744977154659825,0.0744977154659825,0.0744977154659825,0.002025334239655213,0.00486338435210367
2017-11-27,0.07195723042441804,0.07195723042441804,0.07195723042441804,0.0020621329623680333,0.0046974536068979415
2017-11-28,0.079319350976081,0.079319350976081,0.079319350976081,0.0019148294362932865,0.004887796936516575
2017-11-29,0.07169063913759444,0.07169063913759444,0.07169063913759444,0.0023229852861714386,0.00508358610123455
2017-11-30,0.06940888791945543,0.06940888791945543,0.06940888791945543,0.002320039852246368,0.004883445993295766
2017-12-01,0.07605080085650417,0.07605080085650417,0.07605080085650417,0.0021543152304093166,0.0050090560461677125
2017-12-04,0.07613281947456518,0.07613281947456518,0.07613281947456518,0.0020004291133254083,0.004657111087019307
2017-12-06,0.06862599817167103,0.06862599817167103,0.06862599817167103,0.0023937581680546632,0.004860669182221926
2017-12-07,0.0736493039261692,0.0736493039261692,0.0736493039261692,0.002222769254743234,0.004872286470573319
2017-12-08,0.08112837421872543,0.08112837421872543,0.08112837421872543,0.0020639946875622224,0.0050584911244485435
2017-12-12,0.0786705914281538,0.0786705914281538,0.0786705914281538,0.0020921232867973025,0.004872720861554654
2017-12-13,0.07978311790434911,0.07978311790434911,0.07978311790434911,0.001942681579731524,0.004604128322798062
2017-12-14,0.07845703214325805,0.07845703214325805,0.07845703214325805,0.0018986378364186326,0.004369976576451691
2017-12-15,0.08200708446638849,0.08200708446638849,0.08200708446638849,0.0017630174603228406,0.004311409199851927
2017-12-18,0.08611091352611133,0.08611091352611133,0.08611091352611133,0.0016370847206430056,0.0042965817276200404
2017-12-19,0.09333278913102405,0.09333278913102405,0.09333278913102405,0.0015201475790576648,0.004505535469418609
2017-12-20,0.09319970722605064,0.09319970722605064,0.09319970722605064,0.001421069477889759,0.004193211557288063
2017-12-21,0.09715603236749515,0.09715603236749515,0.09715603236749515,0.0013195626300291216,0.004176290807212728
2017-12-22,0.10192703520120983,0.10192703520120983,0.10192703520120983,0.001225306530995478,0.004218770917926005
2017-12-25,0.11196457970568163,0.11196457970568163,0.11196457970568163,0.00113778323438325,0.00463440378294823
2017-12-26,0.10874315448765448,0.10874315448765448,0.10874315448765448,0.0012866170177332236,0.004533475349034565
2017-12-27,0.11332554817565588,0.11332554817565588,0.11332554817565588,0.0011947145332438438,0.004536969560903557
2017-12-28,0.1092029887133752,0.1092029887133752,0.1092029887133752,0.0014038489952407172,0.004507368487161172
2017-12-29,0.11591441923196477,0.11591441923196477,0.11591441923196477,0.0013035728731833984,0.004664803229847195
2018-01-03,0.12392382932476487,0.12392382932476487,0.12392382932476487,0.0012104594957304492,0.004903706172482223
2018-01-04,0.12470667359475707,0.12470667359475707,0.12470667359475707,0.0011239972156120613,0.004609356087953299
2018-01-05,0.12563518486069736,0.12563518486069736,0.12563518486069736,0.0010437109349129261,0.004346436273497094
2018-01-08,0.1131231341329284,0.1131231341329284,0.1131231341329284,0.0018628853136930155,0.004929699242652126
2018-01-09,0.11081615498874209,0.11081615498874209,0.11081615498874209,0.001894606562302965,0.004742360663003606
2018-01-10,0.10284689206074327,0.10284689206074327,0.10284689206074327,0.0023285138999818876,0.004972855315403159
2018-01-11,0.09317049173315084,0.09317049173315084,0.09317049173315084,0.002853366650056112,0.005308825027158571
2018-01-12,0.09705269698343266,0.09705269698343266,0.09705269698343266,0.0026495534052657418,0.0052069229918456136
2018-01-15,0.0911752752437236,0.0911752752437236,0.0911752752437236,0.002880116838027152,0.005254816031299806
2018-01-16,0.09382706519486939,0.09382706519486939,0.09382706519486939,0.0026743930394431004,0.005068884617367175
2018-01-17,0.09724953276148618,0.09724953276148618,0.09724953276148618,0.0024833639587026487,0.004951282824094417
2018-01-18,0.09197396216250153,0.09197396216250153,0.09197396216250153,0.0026828082659245685,0.004974446341818394
2018-01-19,0.09706987364710584,0.09706987364710584,0.09706987364710584,0.00249117823349793,0.004983122460046149
2018-01-22,0.09347873710951715,0.09347873710951715,0.09347873710951715,0.002569747015232398,0.004883694504679433
2018-01-23,0.09223581895847066,0.09223581895847066,0.09223581895847066,0.0024749731536874158,0.004623638104924919
2018-01-24,0.0935843250843984,0.0935843250843984,0.0935843250843984,0.002298188713963515,0.004389699316281454
